stem,question_num,answer_num,participant_num,image_key,gold_he,gold_en,vlm_answer_he,vlm_answer_en,vlm_vs_gold_mpnet_he,vlm_vs_gold_labse_he,vlm_vs_gold_mpnet_en,vlm_vs_gold_bs_f1,subject_answer_he,subject_answer_en,subj_vs_gold_mpnet_he,subj_vs_gold_labse_he,subj_vs_gold_mpnet_en,subj_vs_gold_bs_f1,vlm_vs_subj_mpnet_he
2_2_59,2,2,59,2_2,הצוות שיתף פעולה בתהליך ההחלטה,The team cooperated in the decision process.,תמונה זו מראה קבוצת אנשים מוחאים כפיים,This image shows a group of people clapping,0.2809,0.311,0.229,0.8909,"בחרתי בתמונה בה כל חברי הצוות מחזיקים ידיים או מוחאים כפיים, מהסיבה שפעולות אלו מביעות בעיני מעין סיכום של הפגישה. נראה כי הם שמחים שהצליחו להגיע להחלטה משותפת.","I chose a picture where all the team members are holding hands or clapping, for the reason that these actions express to me a sort of summary of the meeting. They seem happy to have made a joint decision.",0.6015,0.4004,0.565,0.8808,0.6202
2_2_60,2,2,60,2_2,הצוות שיתף פעולה בתהליך ההחלטה,The team cooperated in the decision process.,תמונה זו מראה קבוצת אנשים מוחאים כפיים,This image shows a group of people clapping,0.2809,0.311,0.229,0.8909,"בתמונה הראשונה עוד יש דיון, ברביעית נראה שהוא בתוך התהליך אז חשבתי או 2 או 3 והלכתי על בחירה של צוות ולא על החלטת יחיד..","In the first picture there is still discussion, in the fourth it seems that he is in the process so I thought either 2 or 3 and went for a choice of team and not a single decision..",0.6329,0.3997,0.3977,0.8682,0.4343
2_2_61,2,2,61,2_2,הצוות שיתף פעולה בתהליך ההחלטה,The team cooperated in the decision process.,תמונה זו מראה קבוצת אנשים מוחאים כפיים,This image shows a group of people clapping,0.2809,0.311,0.229,0.8909,מכיוון שכל האנשים בתמונה הסכימו על משהו והם נורא שמחים בנוגע לזה.,Because all the people in the picture have agreed on something and they're very happy about it.,0.4286,0.3833,0.4978,0.8936,0.4846
2_2_62,2,2,62,2_2,הצוות שיתף פעולה בתהליך ההחלטה,The team cooperated in the decision process.,תמונה זו מראה קבוצת אנשים מוחאים כפיים,This image shows a group of people clapping,0.2809,0.311,0.229,0.8909,בכל שאר התמונות נראה כי ההחלטה עוד לא התקבלה,"In all the other pictures, it seems that the decision has not yet been made.",0.2427,0.395,0.1338,0.9039,0.3875
2_2_63,2,2,63,2_2,הצוות שיתף פעולה בתהליך ההחלטה,The team cooperated in the decision process.,תמונה זו מראה קבוצת אנשים מוחאים כפיים,This image shows a group of people clapping,0.2809,0.311,0.229,0.8909,בתמונה 2 האדם תורם לסביבה ובכך משפיע עליה.,"In Figure 2, the person contributes to the environment and thus influences it.",0.28,0.2733,0.186,0.8913,0.212
2_2_8,2,2,8,2_2,הצוות שיתף פעולה בתהליך ההחלטה,The team cooperated in the decision process.,תמונה זו מראה קבוצת אנשים מוחאים כפיים,This image shows a group of people clapping,0.2809,0.311,0.229,0.8909,נראה החלטה משותפת,Seems to be a joint decision,0.6827,0.4232,0.5507,0.9158,0.324
3_1_14,3,1,14,3_1,ילד לומד על ידי שיתוף עם קבוצת ילדים שמשחקת יחד ולומדת יחד,A child learns by sharing with a group of children who play together and learn together.,תמונה זו מראה קבוצה של ילדים עובדים יחד על פרויקט,This image shows a group of children working together on a project,0.7649,0.6264,0.7272,0.9103,שיעור בעבודת צוות ושיתוף פעולה,A Lesson in Teamwork and Collaboration,0.5864,0.5177,0.4382,0.8639,0.5261
3_1_15,3,1,15,3_1,ילד לומד על ידי שיתוף עם קבוצת ילדים שמשחקת יחד ולומדת יחד,A child learns by sharing with a group of children who play together and learn together.,תמונה זו מראה קבוצה של ילדים עובדים יחד על פרויקט,This image shows a group of children working together on a project,0.7649,0.6264,0.7272,0.9103,שהוא הביא חברים לאחר בבית,That he brought friends after home,0.2327,0.3634,0.1023,0.8461,0.2134
3_1_18,3,1,18,3_1,ילד לומד על ידי שיתוף עם קבוצת ילדים שמשחקת יחד ולומדת יחד,A child learns by sharing with a group of children who play together and learn together.,תמונה זו מראה קבוצה של ילדים עובדים יחד על פרויקט,This image shows a group of children working together on a project,0.7649,0.6264,0.7272,0.9103,ניתן לראות שהילדים עוזרים זה לזה לכן זו האופציה הכי טובה לומר כי הוא למד משהו,You can see that the kids are helping each other so that's the best option to say because he's learned something.,0.7436,0.554,0.689,0.8801,0.4532
3_1_19,3,1,19,3_1,ילד לומד על ידי שיתוף עם קבוצת ילדים שמשחקת יחד ולומדת יחד,A child learns by sharing with a group of children who play together and learn together.,תמונה זו מראה קבוצה של ילדים עובדים יחד על פרויקט,This image shows a group of children working together on a project,0.7649,0.6264,0.7272,0.9103,"אני חושבת שילדים לומדים שיעור חשוב מהחברים שלהם כל יום, במיוחד שהכל קורה בצורה חיובית.","I think children learn an important lesson from their friends every day, especially when everything happens in a positive way.",0.6582,0.5285,0.6352,0.8823,0.3708
3_1_32,3,1,32,3_1,ילד לומד על ידי שיתוף עם קבוצת ילדים שמשחקת יחד ולומדת יחד,A child learns by sharing with a group of children who play together and learn together.,תמונה זו מראה קבוצה של ילדים עובדים יחד על פרויקט,This image shows a group of children working together on a project,0.7649,0.6264,0.7272,0.9103,הילדים הצליחו להגיע למסקנה בעצם ללא עזרה חיצונית,The children were able to reach a conclusion basically without outside help.,0.3723,0.4467,0.3022,0.8783,0.1365
3_1_37,3,1,37,3_1,ילד לומד על ידי שיתוף עם קבוצת ילדים שמשחקת יחד ולומדת יחד,A child learns by sharing with a group of children who play together and learn together.,תמונה זו מראה קבוצה של ילדים עובדים יחד על פרויקט,This image shows a group of children working together on a project,0.7649,0.6264,0.7272,0.9103,אני חושבת שהכי טוב ללמוד יחד.,I think it's best to study together.,0.4296,0.4817,0.2967,0.9014,0.306
3_1_50,3,1,50,3_1,ילד לומד על ידי שיתוף עם קבוצת ילדים שמשחקת יחד ולומדת יחד,A child learns by sharing with a group of children who play together and learn together.,תמונה זו מראה קבוצה של ילדים עובדים יחד על פרויקט,This image shows a group of children working together on a project,0.7649,0.6264,0.7272,0.9103,הילד לומד עם שאר הילידים בצורה יותר טובה,The child learns with the rest of the natives in a better way.,0.5649,0.6706,0.6524,0.8984,0.5612
3_1_53,3,1,53,3_1,ילד לומד על ידי שיתוף עם קבוצת ילדים שמשחקת יחד ולומדת יחד,A child learns by sharing with a group of children who play together and learn together.,תמונה זו מראה קבוצה של ילדים עובדים יחד על פרויקט,This image shows a group of children working together on a project,0.7649,0.6264,0.7272,0.9103,בתמונה 1 נראה שנדרש שיתוף פעולה וקבלת דעות של אחרים. אין ספק שהילדים ילמדו שיעור חשוב בנושא זה.,In Figure 1 it seems that cooperation and acceptance of the opinions of others are required. There is no doubt that children will learn an important lesson on this subject.,0.6964,0.4699,0.5556,0.8742,0.5375
3_1_57,3,1,57,3_1,ילד לומד על ידי שיתוף עם קבוצת ילדים שמשחקת יחד ולומדת יחד,A child learns by sharing with a group of children who play together and learn together.,תמונה זו מראה קבוצה של ילדים עובדים יחד על פרויקט,This image shows a group of children working together on a project,0.7649,0.6264,0.7272,0.9103,מסביר לאנשים,Explaining to People,0.4329,0.3135,0.3467,0.8629,0.3946
3_1_62,3,1,62,3_1,ילד לומד על ידי שיתוף עם קבוצת ילדים שמשחקת יחד ולומדת יחד,A child learns by sharing with a group of children who play together and learn together.,תמונה זו מראה קבוצה של ילדים עובדים יחד על פרויקט,This image shows a group of children working together on a project,0.7649,0.6264,0.7272,0.9103,בכל שאר התמונות נראה כי ההחלטה עוד לא התקבלה,"In all the other pictures, it seems that the decision has not yet been made.",0.1434,0.1425,0.1163,0.8629,0.3329
3_2_11,3,2,11,3_2,הילדה לומדת עם אמא שלה,The girl is studying with her mother.,תמונה זו מראה ילד כותב במחברת,This image shows a child writing in a notebook,0.4275,0.4946,0.4856,0.8979,למד בריכוז עם האמא משהו לבד.,Study intently with the mother something alone.,0.6629,0.618,0.6802,0.8979,0.298
3_2_24,3,2,24,3_2,הילדה לומדת עם אמא שלה,The girl is studying with her mother.,תמונה זו מראה ילד כותב במחברת,This image shows a child writing in a notebook,0.4275,0.4946,0.4856,0.8979,האמא מסבירה לילדה,The mother explains to the child,0.7466,0.7509,0.5777,0.9214,0.3308
3_2_27,3,2,27,3_2,הילדה לומדת עם אמא שלה,The girl is studying with her mother.,תמונה זו מראה ילד כותב במחברת,This image shows a child writing in a notebook,0.4275,0.4946,0.4856,0.8979,כי האמא לימדה את הילד וכנראה שהיא לימדה משהו חשוב,Because the mother taught the child and apparently she taught something important,0.6592,0.5735,0.4527,0.8978,0.312
3_2_29,3,2,29,3_2,הילדה לומדת עם אמא שלה,The girl is studying with her mother.,תמונה זו מראה ילד כותב במחברת,This image shows a child writing in a notebook,0.4275,0.4946,0.4856,0.8979,שאמא מלמד הילדה זה מדאמין החיים האמתים שאמא רוב הזמן מתעסקת ללמד הילדים,That mother teaches the child It's from Damin The real life that mother spends most of her time teaching the children,0.6375,0.6025,0.426,0.8714,0.3023
3_2_35,3,2,35,3_2,הילדה לומדת עם אמא שלה,The girl is studying with her mother.,תמונה זו מראה ילד כותב במחברת,This image shows a child writing in a notebook,0.4275,0.4946,0.4856,0.8979,"כשאמא עוזרת לילד שלה בשיעורי בית, הוא לומד ממנה לענות על שאלות","When a mother helps her child with homework, he learns from her to answer questions",0.7356,0.6528,0.6213,0.8942,0.4411
3_2_36,3,2,36,3_2,הילדה לומדת עם אמא שלה,The girl is studying with her mother.,תמונה זו מראה ילד כותב במחברת,This image shows a child writing in a notebook,0.4275,0.4946,0.4856,0.8979,בחרתי בתמונה כי מבחינתי אהבה אמיתית זה אהבת האם לבן שלה,"I chose the picture because to me, true love is the mother's love for her son.",0.4157,0.4029,0.2205,0.8895,0.154
3_2_49,3,2,49,3_2,הילדה לומדת עם אמא שלה,The girl is studying with her mother.,תמונה זו מראה ילד כותב במחברת,This image shows a child writing in a notebook,0.4275,0.4946,0.4856,0.8979,נראה שהאמא מלמדת את הילדה משהו חשוב,The mother seems to be teaching the child something important.,0.7681,0.6663,0.6083,0.9162,0.3581
3_2_52,3,2,52,3_2,הילדה לומדת עם אמא שלה,The girl is studying with her mother.,תמונה זו מראה ילד כותב במחברת,This image shows a child writing in a notebook,0.4275,0.4946,0.4856,0.8979,נראה שתהליך הלמידה בתמונה שבחרתי הושלם בהצלחה ונראה שהילדה נהנית מהלמידה,The process of learning in the picture I chose seems to have been completed successfully and the girl seems to enjoy learning,0.5443,0.4425,0.5124,0.892,0.4614
3_2_60,3,2,60,3_2,הילדה לומדת עם אמא שלה,The girl is studying with her mother.,תמונה זו מראה ילד כותב במחברת,This image shows a child writing in a notebook,0.4275,0.4946,0.4856,0.8979,זאת התמונה היחידה בעיניי שנותנת ביטוי באמת ללמידה של ילד באופן פרטני ומישהו מבוגר שמלווה אותו,It's the only picture in my mind that really expresses a child's learning individually and someone older who accompanies him.,0.4998,0.4589,0.3543,0.8756,0.5009
4_1_18,4,1,18,4_1,מערכת סולרית משתמשת בשמש כדי לייצר חשמל,Solar system uses the sun to generate electricity,תמונה זו מראה שני אנשים שעובדים על לוחות סולריים בשדה,This image shows two people working on solar panels in a field,0.5893,0.4233,0.5403,0.8868,לוחות סולריים ממחישים לי את האמירה הזאת,Solar panels illustrate this statement to me,0.7265,0.4457,0.6824,0.8889,0.5388
4_1_19,4,1,19,4_1,מערכת סולרית משתמשת בשמש כדי לייצר חשמל,Solar system uses the sun to generate electricity,תמונה זו מראה שני אנשים שעובדים על לוחות סולריים בשדה,This image shows two people working on solar panels in a field,0.5893,0.4233,0.5403,0.8868,"מערכת אקולגית בנויה משלבים, בתמונה שבחרתי ניתן לראות שמה שאנחנו מכירים בטבע בדיוק קורה. פרח פורח, מביא זחלים או חרקים שמתפתחים בסוף לדבורים (צוף ודבורה)","An algebraic system is constructed of phases, in the picture I chose you can see that what we know in nature is exactly happening. A flower blooms, brings larvae or insects that eventually develop into bees (float and bee)",0.2889,0.3759,0.2301,0.8431,0.3666
4_1_24,4,1,24,4_1,מערכת סולרית משתמשת בשמש כדי לייצר חשמל,Solar system uses the sun to generate electricity,תמונה זו מראה שני אנשים שעובדים על לוחות סולריים בשדה,This image shows two people working on solar panels in a field,0.5893,0.4233,0.5403,0.8868,הם מסבירים,They explain,0.1813,0.2556,0.1799,0.8643,0.2098
4_1_27,4,1,27,4_1,מערכת סולרית משתמשת בשמש כדי לייצר חשמל,Solar system uses the sun to generate electricity,תמונה זו מראה שני אנשים שעובדים על לוחות סולריים בשדה,This image shows two people working on solar panels in a field,0.5893,0.4233,0.5403,0.8868,זה מה שהרגיש לי לנכון,That's what I felt was right.,0.0549,0.3054,0.0569,0.8603,0.0535
4_1_44,4,1,44,4_1,מערכת סולרית משתמשת בשמש כדי לייצר חשמל,Solar system uses the sun to generate electricity,תמונה זו מראה שני אנשים שעובדים על לוחות סולריים בשדה,This image shows two people working on solar panels in a field,0.5893,0.4233,0.5403,0.8868,כשמדובר על מערכת אקולוגית זה ישר לוקח אותי לחשיבה על אנשים שעובדים בטכנולוגיה אקולוגית.,When it comes to ecosystems it straight takes me to thinking about people who work in ecological technology.,0.2979,0.3796,0.2254,0.8589,0.4538
4_2_19,4,2,19,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,"מערכת אקולגית בנויה משלבים, בתמונה שבחרתי ניתן לראות שמה שאנחנו מכירים בטבע בדיוק קורה. פרח פורח, מביא זחלים או חרקים שמתפתחים בסוף לדבורים (צוף ודבורה)","An algebraic system is constructed of phases, in the picture I chose you can see that what we know in nature is exactly happening. A flower blooms, brings larvae or insects that eventually develop into bees (float and bee)",0.4193,0.236,0.3973,0.8443,0.5959
4_2_21,4,2,21,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,הדבורה לוקחת את הצוף בלי דבורים אין חיים,The bee takes the nectar without bees There is no life,0.1827,0.221,0.419,0.8527,0.4831
4_2_22,4,2,22,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,כי רואים את הדבורה על הפרח וזה מראה בידיוק את התפקוד של המערכת האקולוגית,Because you see the bee on the flower and it shows exactly the function of the ecosystem,0.3475,0.3103,0.5108,0.869,0.6928
4_2_26,4,2,26,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,הדבורים מפתחים את המערכת האקולוגית וגורמים לפריחה של פרחים,Bees develop the ecosystem and cause flowers to bloom.,0.21,0.3198,0.5232,0.8782,0.5579
4_2_29,4,2,29,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,שחיים לא עוצרים וכל הזמן שיש יצור יש אפשרות עדין להתקדם ולחיות,That life doesn't stop and all the time there's a creature there's a subtle possibility to move forward and live,0.3303,0.1768,0.2364,0.8497,0.2605
4_2_32,4,2,32,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,הילדים הצליחו להגיע למסקנה בעצם ללא עזרה חיצונית,The children were able to reach a conclusion basically without outside help.,0.2147,0.1876,0.1085,0.8713,0.0556
4_2_35,4,2,35,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,הדבורה חלק מהמערכת וממנה יוצא בסוף הדבש,The bee is part of the system and comes out at the end of the honey,0.3601,0.263,0.4701,0.8699,0.7297
4_2_41,4,2,41,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,תמונה המשקפת את המחזור הטבעי של החיים,An image that reflects the natural cycle of life,0.2948,0.1014,0.3068,0.8759,0.4633
4_2_42,4,2,42,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,טבעי,Natural,0.3253,0.0659,0.2795,0.8469,0.275
4_2_45,4,2,45,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,"הדבורה מאביקה את הפרח, זה קשר הדדי בין יצורים חיים שמאפשר המשכיות למערכת האקולוגית","The bee pollinates the flower, it is a mutual link between living things that allows continuity to the ecosystem",0.4453,0.2969,0.7032,0.8762,0.7054
4_2_48,4,2,48,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,רואים שיש קשר בין הפרח לדבורה לכן זה נראה שהכל פועל כפי שמצופה,You see there's a connection between the flower and the bee. That's why it seems like everything is working as expected.,0.4833,0.3821,0.5912,0.8776,0.5661
4_2_49,4,2,49,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,הדבורה שותה את הצוף ולאחר מכן תפזר את האבקנים וככה יתרבו הצמחים. לכן אקולוגי ביותר,The bee drinks the nectar and then disperses the pollen and that's how the plants will reproduce.,0.2966,0.1651,0.5497,0.8719,0.6633
4_2_50,4,2,50,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,כאשר הכל עובד כרגיל,When everything works as usual,0.5598,0.4769,0.3056,0.8828,0.1248
4_2_52,4,2,52,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,"שילוב גם של בעלי החיים- הדבורה , וגם הפרחים שבעצם חיים בהרמוניה לפי מה שזה נראה","A combination of both the animals - the bee, and the flowers that actually live in harmony according to what it seems",0.4212,0.3249,0.6574,0.8557,0.588
4_2_57,4,2,57,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,נראתה כפעולה יש 2 גורמים,Appeared to be an action There are 2 factors,0.4851,0.3049,0.182,0.848,0.2912
4_2_58,4,2,58,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,הדבורה והפרח הם דוגמה לקשר הדדי של האבקה. הדבורה מקבלת צוף כמקור מזון ובמקביל היא מסייעת לצמח בתהליך הרבייה. זה תהליך טבעי שממחיש היטב איך יצורים שונים תומכים אחד בשני ושומרים על איזון המערכת האקולוגית.,The bee and the flower are examples of a mutual bond of pollen. The bee receives nectar as a food source and at the same time assists the plant in the process of reproduction. It is a natural process that demonstrates well how different creatures support each other and maintain the balance of the ecosystem.,0.4853,0.3476,0.6634,0.8532,0.6677
4_2_59,4,2,59,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,בחרתי בתמונה של הדבורה שיונקת צוף כי בה ניתן לראות את המערכת בזמן פעולה.,I chose the picture of the bee that sucks nectar because in it the system can be seen at the time of action.,0.3776,0.279,0.4279,0.8624,0.5556
4_2_60,4,2,60,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,ניתן לראות בה אקולוגיה דבורה מוצצת צוף מהפרח..,It can be seen in ecology as a bee sucking nectar from the flower..,0.2703,0.111,0.4161,0.8581,0.8425
4_2_61,4,2,61,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,בגלל הדבורה שפונה לפרח על מנת לקחת צוף להכנת דבש,Because of the bee that faces the flower in order to take nectar for making honey,0.307,0.1726,0.505,0.8479,0.7869
4_2_62,4,2,62,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,כיוון שיש סימביוזה בין הפרח לדבורה,Since there is symbiosis between the flower and the bee,0.3581,0.4106,0.5899,0.8812,0.6876
4_2_8,4,2,8,4_2,כשיש שיתוף פעולה מערכת ההאבקה עובדת היטב,When there is cooperation the pollination system works well,התמונה הזו מראה דבורה על פרח.,This image shows a bee on a flower,0.0995,0.2036,0.3166,0.8636,נראתה כפעולה יש 2 גורמים,Appeared to be an action There are 2 factors,0.4851,0.3049,0.182,0.848,0.2912
5_1_18,5,1,18,5_1,שתי מערכות שמאפשרות זרימה טובה בין החלקים השונים של המערכת,Two systems that allow good flow between the different parts of the system,"התמונה הזאת מראה את אותה הסצנה, אבל עם בעלי חיים שונים","This image shows the same scene, but with different animals",0.2949,0.3875,0.209,0.8753,תמונה 1 מראה לי כמו עולמות מקבילים שכן מסתמכים על אותו עיקרון,Image 1 shows me like parallel worlds since relying on the same principle,0.4044,0.3661,0.4057,0.8496,0.6433
5_1_36,5,1,36,5_1,שתי מערכות שמאפשרות זרימה טובה בין החלקים השונים של המערכת,Two systems that allow good flow between the different parts of the system,"התמונה הזאת מראה את אותה הסצנה, אבל עם בעלי חיים שונים","This image shows the same scene, but with different animals",0.2949,0.3875,0.209,0.8753,התמונה מראה איך העולם השתנה והתפתח אבל עדיין מי שרוצה לנוח ולהרגיש בשלווה חוזר לטבע,The picture shows how the world has changed and evolved but still those who want to rest and feel at peace return to nature,0.3152,0.2335,0.2426,0.8627,0.4263
5_2_11,5,2,11,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,שתיהן מייצרות את אותו הדבר,They both produce the same thing.,0.4805,0.464,0.413,0.8866,0.3736
5_2_13,5,2,13,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,כי שני המערכות האלו דומות כשיש להן מטרה משותפת,Because these two systems are similar when they have a common goal.,0.7679,0.646,0.7309,0.8936,0.1552
5_2_20,5,2,20,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,מערכות דומות זה דבורה שעובדת ומפעל שעובד זה די אותו דבר,Similar systems It's a worker bee and a factory that works It's pretty much the same,0.503,0.4813,0.4849,0.8707,0.5872
5_2_23,5,2,23,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,בדומה לדוברים העובדים בשיתוף פעולה כך גם בארגונים וצוותים,"Like speakers working collaboratively, so do organizations and teams.",0.5697,0.3914,0.4631,0.8714,0.4034
5_2_29,5,2,29,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,הדסורות דומות למכונות שעבדות ללא הפשקה,The sawdusts are similar to machines that work without the pashka,0.4143,0.2869,0.2264,0.8591,0.4711
5_2_35,5,2,35,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,דבורים עובדות בקצב כמו מכונות,Bees work at a pace like machines,0.3296,0.369,0.2782,0.8776,0.4203
5_2_37,5,2,37,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,עובדים במרץ ומסודר.,Working hard and orderly.,0.4207,0.2516,0.2907,0.8701,0.4119
5_2_46,5,2,46,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,מערכת אחת - מפעל יצרני ומערכת שנייה - כוורת של דבורים העובדים יחד. 2 המערכות מיצרות מוצר סופי על ידי שיתוף פעולה בין מספר גורמים.,One system - a manufacturing plant and a second system - a beehive of bees working together. The 2 systems produce a final product by collaboration between a number of factors.,0.6614,0.5655,0.6619,0.8736,0.4607
5_2_48,5,2,48,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,אין סיבה ספציפית,There is no specific reason,0.1397,0.206,0.1462,0.8594,0.1874
5_2_49,5,2,49,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,הדבורים מייצרות דבש והרובוטים עובדים,Bees make honey and robots work.,0.3034,0.3032,0.3177,0.8588,0.7554
