stem,question_num,answer_num,participant_num,image_path,question_he,question_en,dimension_id,dimension_confidence,full_prompt,vlm_raw_answer_en,used_fallback,fallback_prompt,vlm_answer_en,vlm_answer_he,subject_answer_he,similarity,similarity_percent,comparison_method,subject_answer_en,similarity_labse_he,similarity_labse_he_percent,similarity_en,similarity_en_percent,bertscore_precision,bertscore_recall,bertscore_f1,vlm_model,embed_model,he_en_model,en_he_model,device,timestamp
2_2_52,2,2,52,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""",collective_deliberation,1.0,"This image illustrates the systems thinking idea that a collective decision has been reached.
In one sentence: What social or organizational process is visible here, and what signals in the image indicate that a shared conclusion was reached?",a group of people shake hands and applaud,False,,a group of people shake hands and applaud,קבוצה של אנשים לוחצים ידיים ומריעים,נראה שהאנשים ישבו בדיון במשך זמן מה ואז בחרו מה הם הולכים לעשות ועושים מן כיף משותף כהצלחה משותפת בהמשך עם ההחלטה שלהם,0.45584893226623535,45.58,multilingual semantic embedding cosine similarity,The people seemed to sit in the debate for a while and then choose what they were going to do and do from having fun together as a shared success further along with their decision,0.28979215025901794,28.98,0.21202042698860168,21.2,0.8956,0.8291,0.8611,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:06:56
2_2_53,2,2,53,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""",collective_deliberation,1.0,"This image illustrates the systems thinking idea that a collective decision has been reached.
In one sentence: What social or organizational process is visible here, and what signals in the image indicate that a shared conclusion was reached?",a group of people shake hands and applaud,False,,a group of people shake hands and applaud,קבוצה של אנשים לוחצים ידיים ומריעים,בכל שאר התמונות מסתמן שקיימת התלבטות.,0.4062929153442383,40.63,multilingual semantic embedding cosine similarity,"In all the other pictures, there seems to be a dilemma.",-0.007327552884817123,0.0,0.12289930880069733,12.29,0.8819,0.8862,0.8841,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:07:03
2_2_54,2,2,54,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""",collective_deliberation,1.0,"This image illustrates the systems thinking idea that a collective decision has been reached.
In one sentence: What social or organizational process is visible here, and what signals in the image indicate that a shared conclusion was reached?",a group of people shake hands and applaud,False,,a group of people shake hands and applaud,קבוצה של אנשים לוחצים ידיים ומריעים,מוחאים כפיים ומשלבים ידיים כיציאה לדרך,0.6731263399124146,67.31,multilingual semantic embedding cosine similarity,Clap your hands and join hands as you set off.,0.4463614821434021,44.64,0.6498562097549438,64.99,0.8963,0.8909,0.8936,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:07:09
2_2_57,2,2,57,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""",collective_deliberation,1.0,"This image illustrates the systems thinking idea that a collective decision has been reached.
In one sentence: What social or organizational process is visible here, and what signals in the image indicate that a shared conclusion was reached?",a group of people shake hands and applaud,False,,a group of people shake hands and applaud,קבוצה של אנשים לוחצים ידיים ומריעים,סימן היידים מעיד שסיימו השאר נראים שעדין חושבים,0.5977915525436401,59.78,multilingual semantic embedding cosine similarity,The hand sign indicates that the rest of them seem to still be thinking,0.16349858045578003,16.35,0.4543750584125519,45.44,0.9017,0.8784,0.8899,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:07:14
2_2_58,2,2,58,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""",collective_deliberation,1.0,"This image illustrates the systems thinking idea that a collective decision has been reached.
In one sentence: What social or organizational process is visible here, and what signals in the image indicate that a shared conclusion was reached?",a group of people shake hands and applaud,False,,a group of people shake hands and applaud,קבוצה של אנשים לוחצים ידיים ומריעים,כי נוכל לראות בתמונה הזו שכל הצוות מסכים ושמח והתנועה עם הידיים שהצוות עושה בתמונה מעידה על הסכם מסוים.,0.6332197189331055,63.32,multilingual semantic embedding cosine similarity,Because we can see in this picture that the whole team agrees and rejoices and the movement with the hands that the team makes in the picture indicates a certain agreement.,0.32578045129776,32.58,0.6595577001571655,65.96,0.892,0.8569,0.8741,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:07:20
2_2_59,2,2,59,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""",collective_deliberation,1.0,"This image illustrates the systems thinking idea that a collective decision has been reached.
In one sentence: What social or organizational process is visible here, and what signals in the image indicate that a shared conclusion was reached?",a group of people shake hands and applaud,False,,a group of people shake hands and applaud,קבוצה של אנשים לוחצים ידיים ומריעים,"בחרתי בתמונה בה כל חברי הצוות מחזיקים ידיים או מוחאים כפיים, מהסיבה שפעולות אלו מביעות בעיני מעין סיכום של הפגישה. נראה כי הם שמחים שהצליחו להגיע להחלטה משותפת.",0.5797957181930542,57.98,multilingual semantic embedding cosine similarity,"I chose a picture where all the team members are holding hands or clapping, for the reason that these actions express to me a sort of summary of the meeting. They seem happy to have made a joint decision.",0.3367002308368683,33.67,0.6855180859565735,68.55,0.9054,0.8581,0.8811,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:07:26
2_2_60,2,2,60,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""",collective_deliberation,1.0,"This image illustrates the systems thinking idea that a collective decision has been reached.
In one sentence: What social or organizational process is visible here, and what signals in the image indicate that a shared conclusion was reached?",a group of people shake hands and applaud,False,,a group of people shake hands and applaud,קבוצה של אנשים לוחצים ידיים ומריעים,"בתמונה הראשונה עוד יש דיון, ברביעית נראה שהוא בתוך התהליך אז חשבתי או 2 או 3 והלכתי על בחירה של צוות ולא על החלטת יחיד..",0.5117931365966797,51.18,multilingual semantic embedding cosine similarity,"In the first picture there is still discussion, in the fourth it seems that he is in the process so I thought either 2 or 3 and went for a choice of team and not a single decision..",0.18247684836387634,18.25,0.13935616612434387,13.94,0.8663,0.8337,0.8497,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:07:34
2_2_61,2,2,61,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""",collective_deliberation,1.0,"This image illustrates the systems thinking idea that a collective decision has been reached.
In one sentence: What social or organizational process is visible here, and what signals in the image indicate that a shared conclusion was reached?",a group of people shake hands and applaud,False,,a group of people shake hands and applaud,קבוצה של אנשים לוחצים ידיים ומריעים,מכיוון שכל האנשים בתמונה הסכימו על משהו והם נורא שמחים בנוגע לזה.,0.5420575141906738,54.21,multilingual semantic embedding cosine similarity,Because all the people in the picture have agreed on something and they're very happy about it.,0.2217545211315155,22.18,0.5515493154525757,55.15,0.8974,0.8735,0.8853,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:07:41
2_2_62,2,2,62,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""",collective_deliberation,1.0,"This image illustrates the systems thinking idea that a collective decision has been reached.
In one sentence: What social or organizational process is visible here, and what signals in the image indicate that a shared conclusion was reached?",a group of people shake hands and applaud,False,,a group of people shake hands and applaud,קבוצה של אנשים לוחצים ידיים ומריעים,בכל שאר התמונות נראה כי ההחלטה עוד לא התקבלה,0.35134583711624146,35.13,multilingual semantic embedding cosine similarity,"In all the other pictures, it seems that the decision has not yet been made.",0.07365732640028,7.37,0.1367839127779007,13.68,0.8882,0.8775,0.8828,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:07:47
2_2_63,2,2,63,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""",collective_deliberation,1.0,"This image illustrates the systems thinking idea that a collective decision has been reached.
In one sentence: What social or organizational process is visible here, and what signals in the image indicate that a shared conclusion was reached?",a group of people shake hands and applaud,False,,a group of people shake hands and applaud,קבוצה של אנשים לוחצים ידיים ומריעים,בתמונה 2 האדם תורם לסביבה ובכך משפיע עליה.,0.23179742693901062,23.18,multilingual semantic embedding cosine similarity,"In Figure 2, the person contributes to the environment and thus influences it.",0.13338622450828552,13.34,0.006907084956765175,0.69,0.8788,0.8772,0.878,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:07:52
2_2_8,2,2,8,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""",collective_deliberation,1.0,"This image illustrates the systems thinking idea that a collective decision has been reached.
In one sentence: What social or organizational process is visible here, and what signals in the image indicate that a shared conclusion was reached?",a group of people shake hands and applaud,False,,a group of people shake hands and applaud,קבוצה של אנשים לוחצים ידיים ומריעים,נראה החלטה משותפת,0.4144532084465027,41.45,multilingual semantic embedding cosine similarity,Seems to be a joint decision,0.20096372067928314,20.1,0.1983714997768402,19.84,0.8842,0.8934,0.8888,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:07:58
3_1_14,3,1,14,dataset/images/3_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the children are working together on a project,False,,the children are working together on a project,הילדים עובדים יחד על פרויקט,שיעור בעבודת צוות ושיתוף פעולה,0.6067107915878296,60.67,multilingual semantic embedding cosine similarity,A Lesson in Teamwork and Collaboration,0.47285547852516174,47.29,0.452908992767334,45.29,0.8772,0.8579,0.8674,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:08:03
3_1_15,3,1,15,dataset/images/3_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the children are working together on a project,False,,the children are working together on a project,הילדים עובדים יחד על פרויקט,שהוא הביא חברים לאחר בבית,0.37534773349761963,37.53,multilingual semantic embedding cosine similarity,That he brought friends after home,0.2711698114871979,27.12,0.040002159774303436,4.0,0.8748,0.8319,0.8528,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:08:08
3_1_18,3,1,18,dataset/images/3_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the children are working together on a project,False,,the children are working together on a project,הילדים עובדים יחד על פרויקט,ניתן לראות שהילדים עוזרים זה לזה לכן זו האופציה הכי טובה לומר כי הוא למד משהו,0.5623679161071777,56.24,multilingual semantic embedding cosine similarity,You can see that the kids are helping each other so that's the best option to say because he's learned something.,0.4124155640602112,41.24,0.5337555408477783,53.38,0.9109,0.8636,0.8866,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:08:14
3_1_19,3,1,19,dataset/images/3_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the children are working together on a project,False,,the children are working together on a project,הילדים עובדים יחד על פרויקט,"אני חושבת שילדים לומדים שיעור חשוב מהחברים שלהם כל יום, במיוחד שהכל קורה בצורה חיובית.",0.4448658227920532,44.49,multilingual semantic embedding cosine similarity,"I think children learn an important lesson from their friends every day, especially when everything happens in a positive way.",0.3287394642829895,32.87,0.39853066205978394,39.85,0.8867,0.8608,0.8735,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:08:20
3_1_32,3,1,32,dataset/images/3_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the children are working together on a project,False,,the children are working together on a project,הילדים עובדים יחד על פרויקט,הילדים הצליחו להגיע למסקנה בעצם ללא עזרה חיצונית,0.22011712193489075,22.01,multilingual semantic embedding cosine similarity,The children were able to reach a conclusion basically without outside help.,0.39456939697265625,39.46,0.32491013407707214,32.49,0.9062,0.8827,0.8943,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:08:27
3_1_37,3,1,37,dataset/images/3_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the children are working together on a project,False,,the children are working together on a project,הילדים עובדים יחד על פרויקט,אני חושבת שהכי טוב ללמוד יחד.,0.39761608839035034,39.76,multilingual semantic embedding cosine similarity,I think it's best to study together.,0.39554041624069214,39.55,0.30294838547706604,30.29,0.9027,0.8971,0.8999,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:08:32
3_1_50,3,1,50,dataset/images/3_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the children are working together on a project,False,,the children are working together on a project,הילדים עובדים יחד על פרויקט,הילד לומד עם שאר הילידים בצורה יותר טובה,0.5592106580734253,55.92,multilingual semantic embedding cosine similarity,The child learns with the rest of the natives in a better way.,0.45363208651542664,45.36,0.4863743484020233,48.64,0.8924,0.8721,0.8821,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:08:37
3_1_53,3,1,53,dataset/images/3_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the children are working together on a project,False,,the children are working together on a project,הילדים עובדים יחד על פרויקט,בתמונה 1 נראה שנדרש שיתוף פעולה וקבלת דעות של אחרים. אין ספק שהילדים ילמדו שיעור חשוב בנושא זה.,0.6261638402938843,62.62,multilingual semantic embedding cosine similarity,In Figure 1 it seems that cooperation and acceptance of the opinions of others are required. There is no doubt that children will learn an important lesson on this subject.,0.31371912360191345,31.37,0.4573729634284973,45.74,0.882,0.8544,0.868,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:08:43
3_1_57,3,1,57,dataset/images/3_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the children are working together on a project,False,,the children are working together on a project,הילדים עובדים יחד על פרויקט,מסביר לאנשים,0.7069031000137329,70.69,multilingual semantic embedding cosine similarity,Explaining to People,0.13590334355831146,13.59,0.25359046459198,25.36,0.8711,0.8658,0.8684,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:08:50
3_1_62,3,1,62,dataset/images/3_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the children are working together on a project,False,,the children are working together on a project,הילדים עובדים יחד על פרויקט,בכל שאר התמונות נראה כי ההחלטה עוד לא התקבלה,0.34789663553237915,34.79,multilingual semantic embedding cosine similarity,"In all the other pictures, it seems that the decision has not yet been made.",0.18826597929000854,18.83,0.18599990010261536,18.6,0.885,0.8658,0.8753,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:08:55
3_2_11,3,2,11,dataset/images/3_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the mother and daughter are working together on a project,False,,the mother and daughter are working together on a project,האם והבת עובדות יחד על פרויקט,למד בריכוז עם האמא משהו לבד.,0.34152448177337646,34.15,multilingual semantic embedding cosine similarity,Study intently with the mother something alone.,0.30148154497146606,30.15,0.3846994638442993,38.47,0.874,0.8593,0.8666,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:09:00
3_2_24,3,2,24,dataset/images/3_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the mother and daughter are working together on a project,False,,the mother and daughter are working together on a project,האם והבת עובדות יחד על פרויקט,האמא מסבירה לילדה,0.5932272672653198,59.32,multilingual semantic embedding cosine similarity,The mother explains to the child,0.36197829246520996,36.2,0.6489700078964233,64.9,0.8975,0.9112,0.9043,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:09:06
3_2_27,3,2,27,dataset/images/3_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the mother and daughter are working together on a project,False,,the mother and daughter are working together on a project,האם והבת עובדות יחד על פרויקט,כי האמא לימדה את הילד וכנראה שהיא לימדה משהו חשוב,0.47914552688598633,47.91,multilingual semantic embedding cosine similarity,Because the mother taught the child and apparently she taught something important,0.26413244009017944,26.41,0.45721280574798584,45.72,0.8898,0.87,0.8798,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:09:11
3_2_29,3,2,29,dataset/images/3_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the mother and daughter are working together on a project,False,,the mother and daughter are working together on a project,האם והבת עובדות יחד על פרויקט,שאמא מלמד הילדה זה מדאמין החיים האמתים שאמא רוב הזמן מתעסקת ללמד הילדים,0.5907044410705566,59.07,multilingual semantic embedding cosine similarity,That mother teaches the child It's from Damin The real life that mother spends most of her time teaching the children,0.2717515826225281,27.18,0.4609491229057312,46.09,0.8768,0.8417,0.8589,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:09:17
3_2_35,3,2,35,dataset/images/3_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the mother and daughter are working together on a project,False,,the mother and daughter are working together on a project,האם והבת עובדות יחד על פרויקט,"כשאמא עוזרת לילד שלה בשיעורי בית, הוא לומד ממנה לענות על שאלות",0.5966517925262451,59.67,multilingual semantic embedding cosine similarity,"When a mother helps her child with homework, he learns from her to answer questions",0.29945194721221924,29.95,0.5921747088432312,59.22,0.8951,0.8694,0.882,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:09:23
3_2_36,3,2,36,dataset/images/3_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the mother and daughter are working together on a project,False,,the mother and daughter are working together on a project,האם והבת עובדות יחד על פרויקט,בחרתי בתמונה כי מבחינתי אהבה אמיתית זה אהבת האם לבן שלה,0.33956533670425415,33.96,multilingual semantic embedding cosine similarity,"I chose the picture because to me, true love is the mother's love for her son.",0.178587406873703,17.86,0.3251715302467346,32.52,0.888,0.8733,0.8806,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:09:29
3_2_49,3,2,49,dataset/images/3_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""",learning_interaction,1.0,"In systems thinking, learning emerges from interaction with others and the environment.
In one sentence: What interaction or relationship in this image enables learning, and what clue shows that understanding has been gained?",the mother and daughter are working together on a project,False,,the mother and daughter are working together on a project,האם והבת עובדות יחד על פרויקט,נראה שהאמא מלמדת את הילדה משהו חשוב,0.6196527481079102,61.97,multilingual semantic embedding cosine similarity,The mother seems to be teaching the child something important.,0.3400563597679138,34.01,0.6436216235160828,64.36,0.8924,0.8946,0.8935,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:09:35
